AC_NO,AC_NAME,Candidate,Party,Votes,Margin,Status,Total_Votes_Polled,DISTRICT,GENERAL_SC,Total_Votes_Per_District
139,Rosera,AMIT KUMAR BAITHA,Bahujan Samaj Party,2748,-120025,lost,223149,SAMASTIPUR,SC,2115647
139,Rosera,NOTA,None of the Above,3016,-119757,,223149,SAMASTIPUR,SC,2115647
140,Hasanpur,RAJ KUMAR RAY,Janata Dal (United),90961,7914,won,204712,SAMASTIPUR,GENERAL,2115647
140,Hasanpur,MALA PUSHPAM,Rashtriya Janata Dal,83047,-7914,lost,204712,SAMASTIPUR,GENERAL,2115647
140,Hasanpur,INDU DEVI,Jan Suraaj Party,9553,-81408,lost,204712,SAMASTIPUR,GENERAL,2115647
140,Hasanpur,MANOJ MUKHIYA,Independent,4673,-86288,lost,204712,SAMASTIPUR,GENERAL,2115647
140,Hasanpur,FULO SAHNI,Independent,3294,-87667,lost,204712,SAMASTIPUR,GENERAL,2115647
140,Hasanpur,MANMOHAN KUMAR,Aam Aadmi Party,2127,-88834,lost,204712,SAMASTIPUR,GENERAL,2115647
140,Hasanpur,BIBHA DEVI,Bahujan Samaj Party,1723,-89238,lost,204712,SAMASTIPUR,GENERAL,2115647
140,Hasanpur,CHANDRA MOHAN KUMAR,Jagrook Janta Party,1467,-89494,lost,204712,SAMASTIPUR,GENERAL,2115647
140,Hasanpur,SWETANK ANAND,Independent,1349,-89612,lost,204712,SAMASTIPUR,GENERAL,2115647
140,Hasanpur,ASHWINI KUMAR,The Plurals Party,1282,-89679,lost,204712,SAMASTIPUR,GENERAL,2115647
140,Hasanpur,IMTIYAZ ALAM RAMZAN ALI SHAIKH,Socialist Party (India),1223,-89738,lost,204712,SAMASTIPUR,GENERAL,2115647
140,Hasanpur,NOTA,None of the Above,4013,-86948,,204712,SAMASTIPUR,GENERAL,2115647
141,Cheria - Bariarpur,ABHISHEK ANAND,Janata Dal (United),75081,4119,won,191316,,,
141,Cheria - Bariarpur,SUSHIL KUMAR,Rashtriya Janata Dal,70962,-4119,lost,191316,,,
141,Cheria - Bariarpur,MRITUNJAY KUMAR,Jan Suraaj Party,24595,-50486,lost,191316,,,
141,Cheria - Bariarpur,RAM SAKHA MAHTO,Independent,7537,-67544,lost,191316,,,
141,Cheria - Bariarpur,VIJAY TANTI,Independent,2483,-72598,lost,191316,,,
141,Cheria - Bariarpur,RAM SWARTH PRASAD,Independent,1486,-73595,lost,191316,,,
141,Cheria - Bariarpur,RAKESH KUMAR,Rashtriya Jan Vikas Party,1427,-73654,lost,191316,,,
141,Cheria - Bariarpur,RAJ KUMAR,Bhagidari Party(P),1404,-73677,lost,191316,,,
141,Cheria - Bariarpur,RAM ASHIS SHARMA,Jagrook Janta Party,1190,-73891,lost,191316,,,
141,Cheria - Bariarpur,NOTA,None of the Above,5151,-69930,,191316,,,
142,Bachhwara,SURENDRA MEHTA,Bharatiya Janata Party,100343,15841,won,222847,BEGUSARAI,GENERAL,1307396
142,Bachhwara,SHIV PRAKASH GARIB DAS,Indian National Congress,84502,-15841,lost,222847,BEGUSARAI,GENERAL,1307396
142,Bachhwara,ABDESH KUMAR RAI,Communist Party of India,21588,-78755,lost,222847,BEGUSARAI,GENERAL,1307396
142,Bachhwara,RAMOD KUMAR,Jan Suraaj Party,7654,-92689,lost,222847,BEGUSARAI,GENERAL,1307396
142,Bachhwara,BIPEEN KUMAR,Independent,2383,-97960,lost,222847,BEGUSARAI,GENERAL,1307396
142,Bachhwara,SHATRUDHAN KUMAR,Independent,1712,-98631,lost,222847,BEGUSARAI,GENERAL,1307396
142,Bachhwara,AVINASH KUMAR,Aam Aadmi Party,1609,-98734,lost,222847,BEGUSARAI,GENERAL,1307396
142,Bachhwara,RAJA RAM SINGH,Independent,1163,-99180,lost,222847,BEGUSARAI,GENERAL,1307396
142,Bachhwara,NOTA,None of the Above,1893,-98450,,222847,BEGUSARAI,GENERAL,1307396
143,Teghra,RAJNISH KUMAR,Bharatiya Janata Party,112770,35364,won,212629,BEGUSARAI,GENERAL,1307396
143,Teghra,RAM RATAN SINGH,Communist Party of India,77406,-35364,lost,212629,BEGUSARAI,GENERAL,1307396
143,Teghra,RAM NANDAN SINGH,Jan Suraaj Party,8442,-104328,lost,212629,BEGUSARAI,GENERAL,1307396
143,Teghra,SUDHA BHARTI,Independent,3169,-109601,lost,212629,BEGUSARAI,GENERAL,1307396
143,Teghra,MOHAMMAD SAKIL,Bahujan Samaj Party,1675,-111095,lost,212629,BEGUSARAI,GENERAL,1307396
143,Teghra,AVADHESH KUMAR,Janta Kranti Party (Rashtravadi),1288,-111482,lost,212629,BEGUSARAI,GENERAL,1307396
143,Teghra,KEDARNATH BHASKAR,Independent,1275,-111495,lost,212629,BEGUSARAI,GENERAL,1307396
143,Teghra,CHANDRA PRAKASH SINGH,Janshakti Janta Dal,1059,-111711,lost,212629,BEGUSARAI,GENERAL,1307396
143,Teghra,RAM PUKAR THAKUR,Independent,964,-111806,lost,212629,BEGUSARAI,GENERAL,1307396
143,Teghra,RAM KUMAR,Independent,855,-111915,lost,212629,BEGUSARAI,GENERAL,1307396
143,Teghra,AVINASH BHARTI,Samata Party,598,-112172,lost,212629,BEGUSARAI,GENERAL,1307396
143,Teghra,BASANT KUMAR,Independent,586,-112184,lost,212629,BEGUSARAI,GENERAL,1307396
143,Teghra,MRINAL VARUN,Independent,521,-112249,lost,212629,BEGUSARAI,GENERAL,1307396
143,Teghra,NOTA,None of the Above,2021,-110749,,212629,BEGUSARAI,GENERAL,1307396
144,Matihani,NARENDRA KUMAR SINGH ALIAS BOGO SINGH,Rashtriya Janata Dal,117789,5290,won,247152,BEGUSARAI,GENERAL,1307396
144,Matihani,RAJ KUMAR SINGH,Janata Dal (United),112499,-5290,lost,247152,BEGUSARAI,GENERAL,1307396
144,Matihani,ARUN KUMAR,Jan Suraaj Party,6774,-111015,lost,247152,BEGUSARAI,GENERAL,1307396
144,Matihani,VIKASH KUMAR,Independent,2976,-114813,lost,247152,BEGUSARAI,GENERAL,1307396
144,Matihani,RAKESH KUMAR,Independent,1432,-116357,lost,247152,BEGUSARAI,GENERAL,1307396
144,Matihani,DEVANAND RAUT,Samata Party,1345,-116444,lost,247152,BEGUSARAI,GENERAL,1307396
144,Matihani,NOTA,None of the Above,4337,-113452,,247152,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,SATTANAND SAMBUDDHA ALIAS LALAN JEE,Rashtriya Janata Dal,76798,15721,won,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,SURENDRA KUMAR ALIAS SURENDRA VIVEK,Lok Janshakti Party (Ram Vilas),61077,-15721,lost,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,SHASHIKANT KUMAR SHASHI ALIAS AMAR KUMAR SINGH,Independent,34781,-42017,lost,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,MD. SHAHZADUZZAMA ALIAS SAIFY,Independent,4905,-71893,lost,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,MD. ABDULLAH,Jan Suraaj Party,3396,-73402,lost,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,VISHWAJEET KUMAR ALIAS VIKAS,Independent,1285,-75513,lost,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,SANJAY YADAV,Rashtriya Lok Janshakti Party,999,-75799,lost,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,SENTU KUMAR,Independent,983,-75815,lost,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,ANANT KUMAR PODDAR,Bahujan Samaj Party,942,-75856,lost,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,PRIYANKA KUMARI,Independent,730,-76068,lost,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,SURENDRA KUMAR,Parivartan Party of India,677,-76121,lost,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,MD MERAJ,Samata Party,490,-76308,lost,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,VIVEKANAND PRASAD,Independent,476,-76322,lost,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,MD. AFTAB ALAM,Independent,394,-76404,lost,189684,BEGUSARAI,GENERAL,1307396
145,Sahebpur Kamal,NOTA,None of the Above,1751,-75047,,189684,BEGUSARAI,GENERAL,1307396
146,Begusarai,KUNDAN KUMAR,Bharatiya Janata Party,119506,30632,won,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,AMITA BHUSHAN,Indian National Congress,88874,-30632,lost,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,SURENDRA KUMAR SAHANI,Jan Suraaj Party,7773,-111733,lost,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,MD SADDAM HUSAIN,Independent,2912,-116594,lost,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,MIRA SINGH,Aam Aadmi Party,1115,-118391,lost,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,VIJAY KUMAR,Independent,1017,-118489,lost,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,SUSHIL KUMAR,Samata Party,727,-118779,lost,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,MANOJ KUMAR,Independent,537,-118969,lost,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,RAMKRISHNA MAHTO,Janshakti Janta Dal,519,-118987,lost,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,MD GAFFAR KHAN,Independent,519,-118987,lost,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,PINKI SINHA,Independent,425,-119081,lost,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,ARUN KUMAR,Independent,375,-119131,lost,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,MOHAMMAD ABDUL HAQUE,Bahujan Samaj Party,372,-119134,lost,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,GAUTAM KUMAR,Socialist Unity Centre Of India (COMMUNIST),216,-119290,lost,228447,BEGUSARAI,GENERAL,1307396
146,Begusarai,NOTA,None of the Above,3560,-115946,,228447,BEGUSARAI,GENERAL,1307396
147,Bakhri,SANJAY KUMAR,Lok Janshakti Party (Ram Vilas),98511,17318,won,206637,BEGUSARAI,SC,1307396
147,Bakhri,SURYAKANT PASWAN,Communist Party of India,81193,-17318,lost,206637,BEGUSARAI,SC,1307396
147,Bakhri,SANJAY KUMAR,Jan Suraaj Party,11529,-86982,lost,206637,BEGUSARAI,SC,1307396
147,Bakhri,SANJIV KUMAR PASWAN,Independent,2968,-95543,lost,206637,BEGUSARAI,SC,1307396
147,Bakhri,NIRA DEVI,Rashtriya Lok Janshakti Party,2450,-96061,lost,206637,BEGUSARAI,SC,1307396
147,Bakhri,GAUTAM SADA,Independent,2221,-96290,lost,206637,BEGUSARAI,SC,1307396
147,Bakhri,RAJESH KUMAR,Rashtriya Suraksha Party,2060,-96451,lost,206637,BEGUSARAI,SC,1307396
147,Bakhri,KIRAN KUMARI,Independent,1423,-97088,lost,206637,BEGUSARAI,SC,1307396
147,Bakhri,VIKASH KUMAR,Nationalist Congress Party,609,-97902,lost,206637,BEGUSARAI,SC,1307396
147,Bakhri,NOTA,None of the Above,3673,-94838,,206637,BEGUSARAI,SC,1307396
148,Alauli,RAM CHANDRA SADA,Janata Dal (United),93208,35732,won,179447,KHAGARIA,SC,795155
148,Alauli,RAMBRIKSH SADA,Rashtriya Janata Dal,57476,-35732,lost,179447,KHAGARIA,SC,795155
148,Alauli,YASH RAJ,Rashtriya Lok Janshakti Party,14261,-78947,lost,179447,KHAGARIA,SC,795155
148,Alauli,ABHISHANK KUMAR,Jan Suraaj Party,7476,-85732,lost,179447,KHAGARIA,SC,795155
148,Alauli,DASHRATH RAM,Bahujan Samaj Party,3073,-90135,lost,179447,KHAGARIA,SC,795155
148,Alauli,NOTA,None of the Above,3953,-89255,,179447,KHAGARIA,SC,795155
149,Khagaria,BABLU KUMAR,Janata Dal (United),93988,23415,won,183237,KHAGARIA,GENERAL,795155
149,Khagaria,CHANDAN KUMAR ALIAS DR. CHANDAN YADAV,Indian National Congress,70573,-23415,lost,183237,KHAGARIA,GENERAL,795155
149,Khagaria,MANISH KUMAR SINGH,Independent,5507,-88481,lost,183237,KHAGARIA,GENERAL,795155
149,Khagaria,JAYANTI PATEL,Jan Suraaj Party,4232,-89756,lost,183237,KHAGARIA,GENERAL,795155
149,Khagaria,LALAN KUMAR,Independent,2545,-91443,lost,183237,KHAGARIA,GENERAL,795155
149,Khagaria,MADHU KUMAR BHARTI,Independent,1015,-92973,lost,183237,KHAGARIA,GENERAL,795155
149,Khagaria,TINKU KUMAR LAHERI,Independent,518,-93470,lost,183237,KHAGARIA,GENERAL,795155
149,Khagaria,VINAY KUMAR VERMA,Bhartiya Lok Chetna Party,459,-93529,lost,183237,KHAGARIA,GENERAL,795155
149,Khagaria,NAVIN KUMAR,Jagrook Janta Party,401,-93587,lost,183237,KHAGARIA,GENERAL,795155
149,Khagaria,AMITABH KUMAR,Independent,337,-93651,lost,183237,KHAGARIA,GENERAL,795155
149,Khagaria,NOTA,None of the Above,3662,-90326,,183237,KHAGARIA,GENERAL,795155
150,Beldaur,PANNA LAL SINGH PATEL,Janata Dal (United),106262,35175,won,217416,KHAGARIA,GENERAL,795155
150,Beldaur,MITHILESH KUMAR NISHAD,Indian National Congress,71087,-35175,lost,217416,KHAGARIA,GENERAL,795155
150,Beldaur,TANISHA BHARTI,Indian Inclusive Party,9188,-97074,lost,217416,KHAGARIA,GENERAL,795155
150,Beldaur,GAJENDRA KUMAR SINGH,Jan Suraaj Party,5235,-101027,lost,217416,KHAGARIA,GENERAL,795155
150,Beldaur,SUNITA SHARMA,Rashtriya Lok Janshakti Party,4978,-101284,lost,217416,KHAGARIA,GENERAL,795155
150,Beldaur,SHIV NARAYAN SINGH,Independent,2863,-103399,lost,217416,KHAGARIA,GENERAL,795155
150,Beldaur,RAHUL KUMAR BASU,Aam Aadmi Party,2392,-103870,lost,217416,KHAGARIA,GENERAL,795155
150,Beldaur,DR. RAVI KUMAR,Independent,1907,-104355,lost,217416,KHAGARIA,GENERAL,795155
150,Beldaur,AVDESH KUMAR PANDIT,Bhagidari Party(P),1201,-105061,lost,217416,KHAGARIA,GENERAL,795155
150,Beldaur,RANDHIR KESARI,Independent,1185,-105077,lost,217416,KHAGARIA,GENERAL,795155
150,Beldaur,VIDYA NAND YADAV,Bahujan Samaj Party,1032,-105230,lost,217416,KHAGARIA,GENERAL,795155
150,Beldaur,AJAY KUMAR,Rashtriya Jansambhavna Party,853,-105409,lost,217416,KHAGARIA,GENERAL,795155
150,Beldaur,JAMIL AHMAD,All India Forward Bloc,636,-105626,lost,217416,KHAGARIA,GENERAL,795155
150,Beldaur,ATAL BIHARI,GaribJanta Party Loktantrik,617,-105645,lost,217416,KHAGARIA,GENERAL,795155
150,Beldaur,NOTA,None of the Above,7980,-98282,,217416,KHAGARIA,GENERAL,795155
151,Parbatta,BABULAL SHORYA,Lok Janshakti Party (Ram Vilas),118677,34039,won,215055,KHAGARIA,GENERAL,795155
151,Parbatta,DOCTOR SANJEEV KUMAR,Rashtriya Janata Dal,84638,-34039,lost,215055,KHAGARIA,GENERAL,795155
151,Parbatta,VINAY KUMAR VARUN,Jan Suraaj Party,3196,-115481,lost,215055,KHAGARIA,GENERAL,795155
151,Parbatta,NARESH PRASAD SINGH,Rashtriya Jansambhavna Party,2224,-116453,lost,215055,KHAGARIA,GENERAL,795155
151,Parbatta,ROBIN SMITH,Bahujan Samaj Party,1777,-116900,lost,215055,KHAGARIA,GENERAL,795155
151,Parbatta,NOTA,None of the Above,4543,-114134,,215055,KHAGARIA,GENERAL,795155
152,Bihpur,KUMAR SHAILENDRA,Bharatiya Janata Party,91458,30025,won,174555,BHAGALPUR,GENERAL,1513889
152,Bihpur,ARPANA KUMARI,Vikassheel Insaan Party,61433,-30025,lost,174555,BHAGALPUR,GENERAL,1513889
152,Bihpur,PAWAN CHOUDHARY,Jan Suraaj Party,8821,-82637,lost,174555,BHAGALPUR,GENERAL,1513889
152,Bihpur,MAMTA KUMARI,Independent,2530,-88928,lost,174555,BHAGALPUR,GENERAL,1513889
152,Bihpur,ABNISH KUMAR,Independent,2043,-89415,lost,174555,BHAGALPUR,GENERAL,1513889
152,Bihpur,KISHOR KUMAR,Independent,1239,-90219,lost,174555,BHAGALPUR,GENERAL,1513889
152,Bihpur,KRISHNA KUMAR MANDAL,Bahujan Samaj Party,1236,-90222,lost,174555,BHAGALPUR,GENERAL,1513889
152,Bihpur,AJAY KUMAR RAVIDAS,Independent,1032,-90426,lost,174555,BHAGALPUR,GENERAL,1513889
152,Bihpur,RUPAM DEVI,Independent,870,-90588,lost,174555,BHAGALPUR,GENERAL,1513889
152,Bihpur,SANJEEV KUMAR,Gantantrik Samaj Party,624,-90834,lost,174555,BHAGALPUR,GENERAL,1513889
152,Bihpur,NOTA,None of the Above,3269,-88189,,174555,BHAGALPUR,GENERAL,1513889
153,Gopalpur,SHAILESH KUMAR ALIAS BULO MANDAL,Janata Dal (United),108630,58135,won,191402,BHAGALPUR,GENERAL,1513889
153,Gopalpur,PREM SAGAR ALIAS DABLU YADAV,Vikassheel Insaan Party,50495,-58135,lost,191402,BHAGALPUR,GENERAL,1513889
153,Gopalpur,NARENDRA KUMAR NIRAJ,Independent,12686,-95944,lost,191402,BHAGALPUR,GENERAL,1513889
153,Gopalpur,MANKESHWAR SINGH ALIAS MANTU SINGH,Jan Suraaj Party,4701,-103929,lost,191402,BHAGALPUR,GENERAL,1513889
153,Gopalpur,SANJIV KUMAR YADAV ALIAS MOTI YADAV,Independent,4472,-104158,lost,191402,BHAGALPUR,GENERAL,1513889
153,Gopalpur,SONI BHARTI,Independent,1651,-106979,lost,191402,BHAGALPUR,GENERAL,1513889
153,Gopalpur,BHARAT BHUSHAN GANPATI,Lok Shakti Party (Loktantrik),1529,-107101,lost,191402,BHAGALPUR,GENERAL,1513889
153,Gopalpur,SUMAN KUMAR,Bahujan Samaj Party,1171,-107459,lost,191402,BHAGALPUR,GENERAL,1513889
153,Gopalpur,RAJIV KUMAR SINGH,Independent,691,-107939,lost,191402,BHAGALPUR,GENERAL,1513889
153,Gopalpur,PIYUSH JHA,Independent,594,-108036,lost,191402,BHAGALPUR,GENERAL,1513889
153,Gopalpur,NOTA,None of the Above,4782,-103848,,191402,BHAGALPUR,GENERAL,1513889
154,Pirpainti,MURARI PASAVAN,Bharatiya Janata Party,140608,53107,won,247489,BHAGALPUR,SC,1513889
154,Pirpainti,RAM VILASH PASAVAN,Rashtriya Janata Dal,87501,-53107,lost,247489,BHAGALPUR,SC,1513889
154,Pirpainti,GHANSHYAM DAS,Jan Suraaj Party,5644,-134964,lost,247489,BHAGALPUR,SC,1513889
154,Pirpainti,RAHUL KUMAR PASWAN,Independent,2533,-138075,lost,247489,BHAGALPUR,SC,1513889
154,Pirpainti,ASHOK KUMAR PASWAN,Independent,2303,-138305,lost,247489,BHAGALPUR,SC,1513889
154,Pirpainti,PRITAM KUMAR,Aam Aadmi Party,2199,-138409,lost,247489,BHAGALPUR,SC,1513889
154,Pirpainti,SUNIL KUMAR CHOUDHARY,Bahujan Samaj Party,1586,-139022,lost,247489,BHAGALPUR,SC,1513889
154,Pirpainti,SAHDEV KUMAR,Peoples Party of India (Democratic),1355,-139253,lost,247489,BHAGALPUR,SC,1513889
154,Pirpainti,RAJESH PASWAN,Bhartiya Lok Chetna Party,534,-140074,lost,247489,BHAGALPUR,SC,1513889
154,Pirpainti,NAND KISHOR RAJAK,Suheldev Bharatiya Samaj Party,490,-140118,lost,247489,BHAGALPUR,SC,1513889
154,Pirpainti,NOTA,None of the Above,2736,-137872,,247489,BHAGALPUR,SC,1513889
155,Kahalgaon,SHUBHANAND MUKESH,Janata Dal (United),130767,50112,won,251983,BHAGALPUR,GENERAL,1513889
155,Kahalgaon,RAJNISH BHARTI,Rashtriya Janata Dal,80655,-50112,lost,251983,BHAGALPUR,GENERAL,1513889
155,Kahalgaon,PAWAN KUMAR YADAV,Independent,10244,-120523,lost,251983,BHAGALPUR,GENERAL,1513889
155,Kahalgaon,PRAVIN SINGH,Indian National Congress,10083,-120684,lost,251983,BHAGALPUR,GENERAL,1513889
155,Kahalgaon,RAMCHANDRA MANDAL,Independent,3385,-127382,lost,251983,BHAGALPUR,GENERAL,1513889
155,Kahalgaon,MANJAR ALAM,Jan Suraaj Party,3348,-127419,lost,251983,BHAGALPUR,GENERAL,1513889
155,Kahalgaon,RUPAM DEVI,Independent,3040,-127727,lost,251983,BHAGALPUR,GENERAL,1513889
155,Kahalgaon,SANJU KUMARI,Independent,1640,-129127,lost,251983,BHAGALPUR,GENERAL,1513889
155,Kahalgaon,BHAVESH KUMAR,Bahujan Samaj Party,1453,-129314,lost,251983,BHAGALPUR,GENERAL,1513889
155,Kahalgaon,NIRMAL KUMAR,Akhand Bhartiya Yuva Party,1345,-129422,lost,251983,BHAGALPUR,GENERAL,1513889
155,Kahalgaon,MAHENDRA TANTI,Independent,1081,-129686,lost,251983,BHAGALPUR,GENERAL,1513889
155,Kahalgaon,ANUJ KUMAR MANDAL,Independent,931,-129836,lost,251983,BHAGALPUR,GENERAL,1513889
155,Kahalgaon,OM PRAKASH MANDAL,Independent,762,-130005,lost,251983,BHAGALPUR,GENERAL,1513889
155,Kahalgaon,NOTA,None of the Above,3249,-127518,,251983,BHAGALPUR,GENERAL,1513889
156,Bhagalpur,ROHIT PANDEY,Bharatiya Janata Party,100770,13474,won,197146,BHAGALPUR,GENERAL,1513889
156,Bhagalpur,AJEET SHARMA,Indian National Congress,87296,-13474,lost,197146,BHAGALPUR,GENERAL,1513889
156,Bhagalpur,ABHAY KANT JHA,Jan Suraaj Party,3251,-97519,lost,197146,BHAGALPUR,GENERAL,1513889
156,Bhagalpur,NISHA BHARTI,Independent,1204,-99566,lost,197146,BHAGALPUR,GENERAL,1513889
156,Bhagalpur,REKHA DAS,Bahujan Samaj Party,694,-100076,lost,197146,BHAGALPUR,GENERAL,1513889
156,Bhagalpur,SUBODH MANDAL,Independent,493,-100277,lost,197146,BHAGALPUR,GENERAL,1513889
156,Bhagalpur,DHANANJAY KUMAR PANDEY,Independent,302,-100468,lost,197146,BHAGALPUR,GENERAL,1513889
156,Bhagalpur,S J VEDANT,Bhartiya Party (Loktantrik),299,-100471,lost,197146,BHAGALPUR,GENERAL,1513889
156,Bhagalpur,CHANDRA KISHORE SAH,Independent,291,-100479,lost,197146,BHAGALPUR,GENERAL,1513889
156,Bhagalpur,SANJAY KUMAR YADAV,Socialist Party (India),275,-100495,lost,197146,BHAGALPUR,GENERAL,1513889
156,Bhagalpur,YOGENDRA PRASAD YADAV,Peoples Party of India (Democratic),152,-100618,lost,197146,BHAGALPUR,GENERAL,1513889
156,Bhagalpur,RAVI KUMAR SINGH,Socialist Unity Centre Of India (COMMUNIST),145,-100625,lost,197146,BHAGALPUR,GENERAL,1513889
156,Bhagalpur,NOTA,None of the Above,1974,-98796,,197146,BHAGALPUR,GENERAL,1513889
157,Sultanganj,LALIT NARAYAN MANDAL,Janata Dal (United),108712,31136,won,209814,BHAGALPUR,GENERAL,1513889
157,Sultanganj,CHANDAN KUMAR ALIAS CHANDAN KUMAR SINHA,Rashtriya Janata Dal,77576,-31136,lost,209814,BHAGALPUR,GENERAL,1513889
157,Sultanganj,RAKESH KUMAR,Jan Suraaj Party,4402,-104310,lost,209814,BHAGALPUR,GENERAL,1513889
157,Sultanganj,AJIT KUMAR,Independent,4286,-104426,lost,209814,BHAGALPUR,GENERAL,1513889
157,Sultanganj,LALAN KUMAR,Indian National Congress,2754,-105958,lost,209814,BHAGALPUR,GENERAL,1513889
157,Sultanganj,BANTY THAKUR,Samata Party,1634,-107078,lost,209814,BHAGALPUR,GENERAL,1513889
157,Sultanganj,RAHUL KUMAR,Independent,1251,-107461,lost,209814,BHAGALPUR,GENERAL,1513889
157,Sultanganj,SUNIL KUMAR,Socialist Unity Centre Of India (COMMUNIST),1245,-107467,lost,209814,BHAGALPUR,GENERAL,1513889
157,Sultanganj,BIPIN KUMAR SINGH,Bhartiya Lok Chetna Party,1023,-107689,lost,209814,BHAGALPUR,GENERAL,1513889
157,Sultanganj,SUMAN KUMAR,Jagrook Janta Party,983,-107729,lost,209814,BHAGALPUR,GENERAL,1513889
157,Sultanganj,MATIUR RAHMAN,Bahujan Samaj Party,980,-107732,lost,209814,BHAGALPUR,GENERAL,1513889
157,Sultanganj,DHARMENDRA SINGH,Independent,860,-107852,lost,209814,BHAGALPUR,GENERAL,1513889
157,Sultanganj,NOTA,None of the Above,4108,-104604,,209814,BHAGALPUR,GENERAL,1513889
158,Nathnagar,MITHUN KUMAR,Lok Janshakti Party (Ram Vilas),118143,25424,won,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,SHEIKH ZEYAUL HASSAN,Rashtriya Janata Dal,92719,-25424,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,MD ISMAIL,All India Majlis-E-Ittehadul Muslimeen,8226,-109917,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,AJAY KUMAR ROY,Jan Suraaj Party,5233,-112910,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,SHARADA DEVI,Independent,3434,-114709,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,RAVISH CHANDRA RAVI KUSHWAHA,Bahujan Samaj Party,1998,-116145,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,SHANIJ KUMAR,Independent,1648,-116495,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,JAI PRAKASH MANDAL,Independent,1423,-116720,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,SUDHIR KUMAR,Independent,1002,-117141,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,CHETAN RAM,Independent,568,-117575,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,JAYKARAN PASWAN,Independent,465,-117678,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,ARAVIND MANDAL,Independent,457,-117686,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,DAYARAM MANDAL,Independent,420,-117723,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,SUSHIL PRASAD YADAV,Peoples Party of India (Democratic),344,-117799,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,MD MANZAR ALAM,Bhartiya Party (Loktantrik),217,-117926,lost,241500,BHAGALPUR,GENERAL,1513889
158,Nathnagar,NOTA,None of the Above,5203,-112940,,241500,BHAGALPUR,GENERAL,1513889
159,Amarpur,JAYANT RAJ,Janata Dal (United),103944,33221,won,194247,BANKA,GENERAL,614830
159,Amarpur,JITENDRA SINGH,Indian National Congress,70723,-33221,lost,194247,BANKA,GENERAL,614830
159,Amarpur,SUJATA VAIDYA,Jan Suraaj Party,4789,-99155,lost,194247,BANKA,GENERAL,614830
159,Amarpur,RITESH KUMAR JHA,Independent,2406,-101538,lost,194247,BANKA,GENERAL,614830
159,Amarpur,MD ZAKIR HOSSAIN,Aam Aadmi Party,2221,-101723,lost,194247,BANKA,GENERAL,614830
159,Amarpur,ROSHAN KUMAR SINGH,Bahujan Samaj Party,1515,-102429,lost,194247,BANKA,GENERAL,614830
159,Amarpur,MOHAMMAD FURKAN,Independent,830,-103114,lost,194247,BANKA,GENERAL,614830
159,Amarpur,NAZRANA PRAWEEN,Independent,558,-103386,lost,194247,BANKA,GENERAL,614830
159,Amarpur,NARESH CHANDRA YADVENDU,Independent,455,-103489,lost,194247,BANKA,GENERAL,614830
